order_id,order_date,region,customer_segment,category,fulfillment_mode,units_sold,unit_price,discount,sales,profit,inventory_on_hand,reorder_point,stockout_flag,processing_hours
248,2025-03-24,Prairies,Small Business,Grocery,Standard,2,19.32,0.1,34.78,3.66,192,51,0,5.6
249,2025-06-19,BC,Small Business,Seasonal,Same Day,5,69.09,0.05,328.18,36.16,82,20,0,5.8
250,2025-02-16,Quebec,Corporate,Seasonal,Standard,1,34.62,0.15,29.43,2.94,35,21,0,7.0
251,2025-07-22,Ontario,Small Business,Office Supplies,Same Day,1,58.12,0.1,52.31,12.65,43,26,0,1.7
252,2025-11-12,Prairies,Consumer,Grocery,Express,2,16.23,0,32.46,4.73,94,36,0,7.4
253,2025-01-30,Atlantic,Corporate,Electronics,Pickup,5,45.76,0.15,194.48,1.83,55,51,0,5.9
254,2025-09-13,Ontario,Small Business,Seasonal,Standard,1,38.76,0,38.76,8.18,113,45,0,4.4
255,2025-01-21,Prairies,Small Business,Office Supplies,Pickup,5,53.29,0,266.45,86.29,213,52,0,6.0
256,2025-03-15,Atlantic,Corporate,Grocery,Express,6,26.13,0,156.78,28.99,211,31,0,5.6
257,2025-07-13,Atlantic,Small Business,Grocery,Pickup,5,11.11,0.1,49.99,5.28,82,53,0,6.3
258,2025-08-08,Ontario,Small Business,Health & Beauty,Pickup,6,24.76,0.2,118.85,24.18,84,39,0,2.5
259,2025-07-08,Ontario,Small Business,Apparel,Standard,5,30.5,0.15,129.62,27.93,173,48,0,5.7
260,2025-03-17,BC,Small Business,Seasonal,Standard,1,39.42,0,39.42,6.67,101,36,0,5.0
261,2025-04-27,Ontario,Corporate,Home,Pickup,3,52.67,0.2,126.41,10.06,135,36,0,6.4
262,2025-04-27,Prairies,Consumer,Health & Beauty,Pickup,1,24.12,0.15,20.5,3.42,20,46,0,5.3
263,2025-03-10,BC,Corporate,Office Supplies,Pickup,1,33.94,0,33.94,6.75,131,26,0,1.9
264,2025-12-18,BC,Consumer,Apparel,Pickup,5,42.95,0.05,204.01,55.77,198,23,0,4.4
265,2025-05-02,Quebec,Consumer,Electronics,Standard,6,188.05,0,1128.3,135.82,34,47,0,5.8
266,2025-11-15,Ontario,Corporate,Office Supplies,Same Day,6,48.05,0,288.3,87.24,87,20,0,8.4
267,2025-03-04,Quebec,Corporate,Home,Same Day,3,10.61,0.15,27.06,1.26,90,26,0,5.8
268,2025-10-09,BC,Consumer,Grocery,Pickup,8,25.6,0,204.8,36.71,114,21,0,6.8
269,2025-02-28,Atlantic,Small Business,Office Supplies,Express,6,49.07,0,294.42,95.47,175,44,0,9.2
270,2025-10-29,BC,Corporate,Grocery,Standard,4,15.92,0.05,60.5,10.68,38,51,1,8.2
271,2025-01-19,Ontario,Corporate,Electronics,Pickup,5,93.58,0.05,444.5,70.12,177,48,0,1.1
272,2025-04-28,BC,Corporate,Office Supplies,Express,5,40.02,0,200.1,52.44,159,22,0,6.5
273,2025-03-28,Quebec,Corporate,Office Supplies,Same Day,1,38.23,0.05,36.32,9.52,85,50,0,4.8
274,2025-04-27,Ontario,Small Business,Electronics,Same Day,5,119.47,0.15,507.75,28.59,69,44,0,7.9
275,2025-02-02,Quebec,Small Business,Health & Beauty,Express,1,22.96,0,22.96,8.05,143,26,0,5.5
276,2025-08-07,BC,Corporate,Seasonal,Same Day,6,74.87,0.2,359.38,29.76,36,24,0,1.6
277,2025-06-24,Quebec,Corporate,Seasonal,Pickup,4,43.49,0.2,139.17,2.96,15,41,0,4.9
278,2025-09-15,Ontario,Consumer,Grocery,Pickup,5,21.91,0,109.55,28.58,116,45,0,5.7
279,2025-07-22,Quebec,Consumer,Health & Beauty,Standard,3,25.17,0.15,64.18,12.63,141,41,0,8.5
280,2025-04-08,Atlantic,Corporate,Health & Beauty,Pickup,5,39.64,0.05,188.29,48.39,109,24,0,8.2
281,2025-06-13,Quebec,Small Business,Home,Pickup,1,58.11,0.15,49.39,5.58,55,23,0,8.6
282,2025-08-18,BC,Small Business,Home,Standard,5,43.3,0,216.5,52.11,33,23,0,6.2
283,2025-02-07,BC,Small Business,Office Supplies,Standard,3,33.79,0,101.37,19.32,163,40,0,4.6
284,2025-04-19,Quebec,Corporate,Grocery,Standard,6,23.51,0.1,126.95,10.7,14,46,0,3.9
285,2025-11-17,Quebec,Small Business,Health & Beauty,Standard,6,27.24,0.05,155.27,47.57,81,40,0,5.2
286,2025-08-01,Quebec,Consumer,Health & Beauty,Pickup,4,31.16,0,124.64,32.99,91,43,0,4.8
287,2025-06-26,BC,Corporate,Health & Beauty,Standard,7,50.72,0.1,319.54,72.86,66,50,0,8.4
288,2025-11-28,BC,Corporate,Grocery,Pickup,2,23.8,0.1,42.84,2.94,64,20,0,5.2
289,2025-02-21,Quebec,Consumer,Seasonal,Standard,5,54.09,0.2,216.36,33.15,159,28,0,4.9
290,2025-01-31,BC,Consumer,Health & Beauty,Standard,2,25.89,0.1,46.6,11.41,45,30,0,6.4
291,2025-06-29,Ontario,Small Business,Office Supplies,Express,6,33.4,0.15,170.34,38.04,99,49,0,3.2
292,2025-06-15,Atlantic,Consumer,Office Supplies,Express,3,33.18,0.2,79.63,6.79,89,23,0,3.9
293,2025-10-16,Prairies,Small Business,Apparel,Express,6,37.5,0,225.0,71.56,181,47,0,5.6
294,2025-04-29,Ontario,Small Business,Grocery,Pickup,4,10.97,0,43.88,9.4,145,30,0,3.9
295,2025-05-17,Ontario,Small Business,Office Supplies,Express,3,45.77,0.05,130.44,32.75,81,48,0,4.4
296,2025-10-24,Ontario,Corporate,Electronics,Standard,1,264.29,0.2,211.43,-12.61,35,39,0,6.3
297,2025-03-19,Ontario,Small Business,Electronics,Pickup,5,263.49,0,1317.45,184.93,101,25,0,3.3
298,2025-06-23,Prairies,Small Business,Seasonal,Express,4,54.36,0,217.44,51.51,3,22,1,10.7
299,2025-10-22,Atlantic,Corporate,Apparel,Pickup,10,51.02,0,510.2,167.23,124,28,0,5.9
300,2025-01-02,Ontario,Corporate,Home,Standard,1,61.28,0.1,55.15,7.75,90,51,0,5.5
301,2025-06-28,Ontario,Corporate,Home,Pickup,6,86.78,0,520.68,124.24,11,32,1,8.8
302,2025-10-12,Quebec,Consumer,Grocery,Same Day,3,23.99,0.05,68.37,6.25,176,46,0,4.8
303,2025-07-24,Quebec,Corporate,Apparel,Standard,1,65.58,0.05,62.3,17.18,205,29,0,1.4
304,2025-05-03,BC,Small Business,Health & Beauty,Standard,2,13.12,0,26.24,9.63,22,22,0,2.9
305,2025-07-27,BC,Small Business,Seasonal,Pickup,3,35.91,0.15,91.57,5.24,0,50,0,10.4
306,2025-09-19,BC,Corporate,Grocery,Pickup,5,21.81,0.15,92.69,7.48,90,24,0,1.6
307,2025-09-27,BC,Corporate,Grocery,Same Day,3,15.91,0.15,40.57,3.14,156,36,0,2.7
308,2025-08-31,Quebec,Corporate,Office Supplies,Express,1,26.51,0,26.51,8.79,93,53,0,6.9
309,2025-09-28,Quebec,Consumer,Home,Same Day,3,57.5,0.15,146.62,9.46,211,22,0,6.2
310,2025-07-15,Prairies,Consumer,Grocery,Same Day,1,28.42,0.05,27.0,4.59,205,53,0,6.6
311,2025-08-20,Atlantic,Small Business,Seasonal,Express,1,94.99,0.15,80.74,11.57,187,31,0,7.3
312,2025-01-04,Ontario,Small Business,Seasonal,Standard,1,56.99,0.1,51.29,5.89,97,36,0,6.8
313,2025-10-12,Atlantic,Corporate,Home,Express,3,102.68,0,308.04,71.97,82,36,0,3.9
314,2025-05-16,Prairies,Consumer,Office Supplies,Same Day,1,32.75,0,32.75,9.25,202,38,0,7.5
315,2025-01-23,Prairies,Small Business,Seasonal,Same Day,1,77.52,0,77.52,20.29,155,36,0,5.1
316,2025-05-03,BC,Consumer,Apparel,Same Day,5,40.33,0.2,161.32,22.72,170,33,0,3.6
317,2025-02-06,Prairies,Small Business,Electronics,Pickup,2,220.53,0.15,374.9,7.65,151,49,0,5.0
318,2025-12-25,Prairies,Small Business,Office Supplies,Express,5,34.76,0,173.8,39.41,131,20,0,6.4
319,2025-04-13,BC,Consumer,Apparel,Express,5,39.09,0,195.45,62.2,30,25,0,2.1
320,2025-02-09,Atlantic,Consumer,Health & Beauty,Same Day,1,28.37,0,28.37,9.29,174,32,0,5.2
321,2025-09-05,Atlantic,Corporate,Office Supplies,Express,3,23.12,0.1,62.42,13.48,12,29,1,9.6
322,2025-09-23,Ontario,Corporate,Electronics,Pickup,3,228.56,0,685.68,65.83,76,55,0,7.5
323,2025-09-19,Atlantic,Small Business,Apparel,Express,2,74.79,0.2,119.66,12.46,78,32,0,6.5
324,2025-01-27,BC,Corporate,Home,Express,2,89.5,0.05,170.05,33.07,205,41,0,4.4
325,2025-08-22,BC,Corporate,Seasonal,Standard,5,60.28,0.1,271.26,62.29,210,40,0,7.5
326,2025-05-21,Prairies,Small Business,Home,Express,4,85.99,0.1,309.56,39.83,186,48,0,4.2
327,2025-04-15,Ontario,Small Business,Electronics,Express,4,154.73,0,618.92,92.87,152,51,0,4.9
328,2025-01-08,BC,Corporate,Seasonal,Express,4,33.53,0.15,114.0,10.0,205,33,0,2.2
329,2025-03-16,Ontario,Corporate,Office Supplies,Pickup,4,38.25,0.2,122.4,14.78,57,36,0,5.8
330,2025-12-18,Ontario,Consumer,Apparel,Express,4,41.12,0,164.48,53.81,59,40,0,4.1
331,2025-06-08,Quebec,Corporate,Grocery,Same Day,4,18.29,0.2,58.53,0.31,8,40,1,6.8
332,2025-04-25,BC,Corporate,Seasonal,Standard,5,66.93,0.15,284.45,32.58,102,27,0,7.1
333,2025-06-30,Ontario,Corporate,Electronics,Standard,6,151.39,0,908.34,120.3,200,51,0,5.5
334,2025-04-13,Quebec,Small Business,Apparel,Same Day,1,33.67,0,33.67,10.89,196,34,0,7.7
335,2025-01-17,BC,Consumer,Health & Beauty,Pickup,5,26.17,0,130.85,43.56,85,42,0,5.0
336,2025-09-04,Quebec,Corporate,Home,Standard,3,78.9,0.2,189.36,14.29,143,49,0,6.2
337,2025-10-10,Ontario,Corporate,Electronics,Pickup,3,190.59,0,571.77,69.74,165,28,0,5.4
338,2025-10-23,Quebec,Consumer,Office Supplies,Pickup,1,47.8,0,47.8,11.12,23,41,1,10.3
339,2025-06-05,Quebec,Consumer,Home,Express,5,81.23,0,406.15,77.35,30,40,1,8.1
340,2025-10-19,Atlantic,Corporate,Health & Beauty,Express,3,51.92,0,155.76,49.5,32,35,0,6.3
341,2025-02-18,Atlantic,Consumer,Electronics,Same Day,1,188.12,0.1,169.31,12.87,22,30,1,11.2
342,2025-01-16,Prairies,Corporate,Apparel,Standard,2,43.51,0,87.02,30.92,59,35,0,6.8
343,2025-05-06,BC,Small Business,Electronics,Standard,4,178.05,0.1,640.98,40.73,77,41,0,4.3
344,2025-08-25,Ontario,Consumer,Health & Beauty,Express,2,48.68,0.2,77.89,12.9,62,29,0,6.0
345,2025-03-19,Quebec,Consumer,Office Supplies,Same Day,5,61.71,0.15,262.27,25.37,0,50,1,12.8
346,2025-02-05,BC,Corporate,Office Supplies,Pickup,7,44.43,0,311.01,96.35,23,42,0,2.6
347,2025-12-11,Prairies,Consumer,Office Supplies,Pickup,3,53.81,0,161.43,52.41,213,30,0,3.6
348,2025-07-17,BC,Small Business,Office Supplies,Express,3,18.56,0.15,47.33,7.99,200,36,0,5.2
349,2025-05-03,BC,Small Business,Home,Pickup,1,51.05,0.1,45.95,9.69,181,23,0,3.8
350,2025-12-06,Prairies,Corporate,Office Supplies,Pickup,2,8.35,0.2,13.36,0.53,58,41,0,8.9
351,2025-06-06,Quebec,Small Business,Electronics,Express,1,86.07,0.2,68.86,-4.18,76,49,0,5.8
352,2025-06-21,Ontario,Consumer,Health & Beauty,Pickup,1,43.03,0.1,38.73,11.44,69,31,0,5.9
353,2025-07-28,BC,Consumer,Seasonal,Same Day,6,75.07,0,450.42,71.85,99,37,0,8.5
354,2025-03-19,Ontario,Consumer,Grocery,Express,1,33.38,0.05,31.71,4.04,129,32,0,7.1
355,2025-07-20,Atlantic,Consumer,Health & Beauty,Standard,4,24.35,0,97.4,26.31,64,42,0,6.5
356,2025-10-10,BC,Corporate,Seasonal,Pickup,1,85.94,0,85.94,18.22,159,41,0,4.8
357,2025-05-17,Quebec,Small Business,Grocery,Standard,2,12.77,0.05,24.26,5.03,15,51,1,6.6
358,2025-01-30,Atlantic,Corporate,Office Supplies,Standard,2,42.38,0.1,76.28,18.31,191,49,0,3.5
359,2025-06-16,Ontario,Consumer,Apparel,Pickup,8,35.34,0,282.72,97.3,130,22,0,9.6
360,2025-03-30,BC,Corporate,Seasonal,Pickup,6,51.97,0,311.82,64.6,107,55,0,7.9
361,2025-11-29,Prairies,Small Business,Electronics,Standard,7,157.19,0.15,935.28,45.84,213,51,0,4.5
362,2025-09-30,Ontario,Consumer,Grocery,Standard,1,20.42,0,20.42,3.32,174,39,0,7.8
363,2025-10-28,Prairies,Small Business,Grocery,Pickup,5,20.83,0,104.15,22.41,158,40,0,4.1
364,2025-07-26,Quebec,Small Business,Electronics,Pickup,2,218.42,0.05,415.0,40.32,159,48,0,6.8
365,2025-11-23,Quebec,Consumer,Home,Same Day,5,103.66,0.05,492.38,78.26,105,24,0,2.2
366,2025-07-20,Prairies,Corporate,Grocery,Same Day,5,8.05,0,40.25,7.08,10,54,0,8.9
367,2025-07-01,Quebec,Small Business,Health & Beauty,Standard,8,25.5,0.1,183.6,55.94,212,46,0,7.0
368,2025-06-07,Ontario,Corporate,Home,Pickup,1,41.97,0.2,33.58,0.56,202,41,0,7.7
369,2025-07-20,Quebec,Small Business,Apparel,Express,6,26.36,0,158.16,41.5,171,38,0,5.0
370,2025-04-20,Atlantic,Small Business,Grocery,Same Day,4,22.25,0.1,80.1,5.93,103,33,0,3.2
371,2025-12-14,Ontario,Consumer,Office Supplies,Express,4,58.48,0,233.92,43.15,8,44,0,5.5
372,2025-11-28,Prairies,Corporate,Seasonal,Express,6,36.57,0.2,175.54,0.1,69,33,0,3.2
373,2025-06-08,Quebec,Corporate,Electronics,Same Day,1,124.59,0,124.59,12.53,18,27,0,7.9
374,2025-04-22,Prairies,Corporate,Electronics,Standard,4,111.7,0.1,402.12,40.41,142,22,0,6.3
375,2025-10-03,Prairies,Consumer,Office Supplies,Express,2,36.04,0,72.08,22.92,58,33,0,5.0
376,2025-05-25,BC,Corporate,Office Supplies,Standard,3,26.53,0,79.59,25.2,108,43,0,5.9
377,2025-11-19,Atlantic,Corporate,Grocery,Same Day,5,26.97,0.1,121.36,6.08,14,43,0,7.1
378,2025-12-03,Atlantic,Corporate,Grocery,Express,2,22.57,0.05,42.88,9.47,158,49,0,4.7
379,2025-06-24,Ontario,Consumer,Health & Beauty,Express,2,32.58,0,65.16,27.09,4,48,0,7.5
380,2025-05-16,BC,Corporate,Home,Standard,4,52.52,0.2,168.06,27.76,184,21,0,4.1
381,2025-07-01,Prairies,Consumer,Home,Same Day,5,39.84,0.15,169.32,16.69,90,30,0,4.4
382,2025-07-01,Atlantic,Consumer,Grocery,Same Day,3,10.22,0.05,29.13,5.77,116,26,0,3.4
383,2025-02-24,Ontario,Small Business,Office Supplies,Standard,4,21.38,0,85.52,28.27,121,28,0,3.6
384,2025-09-28,Quebec,Corporate,Health & Beauty,Pickup,2,33.89,0.15,57.61,17.67,181,37,0,6.1
385,2025-07-16,Prairies,Consumer,Home,Standard,4,79.08,0.15,268.87,23.24,2,25,1,7.0
386,2025-04-15,BC,Consumer,Health & Beauty,Standard,5,21.08,0.1,94.86,27.95,163,33,0,4.0
387,2025-05-05,Quebec,Small Business,Home,Standard,4,62.41,0,249.64,70.03,146,48,0,4.8
388,2025-10-19,Atlantic,Small Business,Seasonal,Pickup,5,79.42,0.2,317.68,16.94,166,50,0,4.1
389,2025-11-07,Atlantic,Small Business,Home,Express,3,64.86,0,194.58,51.74,1,45,0,1.5
390,2025-11-21,Atlantic,Consumer,Seasonal,Express,8,84.25,0.2,539.2,56.53,102,35,0,5.5
391,2025-12-11,BC,Corporate,Electronics,Standard,2,149.33,0,298.66,43.12,193,26,0,5.8
392,2025-04-06,BC,Consumer,Home,Standard,2,55.59,0.1,100.06,17.94,0,24,0,1.4
393,2025-09-15,BC,Corporate,Health & Beauty,Pickup,1,18.16,0,18.16,5.88,157,38,0,2.7
394,2025-07-23,Atlantic,Corporate,Seasonal,Express,3,50.75,0.2,121.8,-1.97,53,27,0,5.3
395,2025-12-10,Atlantic,Corporate,Apparel,Standard,6,42.08,0,252.48,76.37,61,26,0,4.7
396,2025-07-08,Quebec,Small Business,Grocery,Standard,4,17.66,0.1,63.58,4.32,49,20,0,4.7
397,2025-02-08,Atlantic,Corporate,Electronics,Standard,3,100.36,0.1,270.97,-7.12,156,33,0,9.3
398,2025-01-12,Atlantic,Corporate,Office Supplies,Same Day,3,16.91,0,50.73,14.96,14,31,0,3.8
399,2025-08-15,Ontario,Small Business,Grocery,Pickup,4,7.51,0,30.04,5.17,113,30,0,6.3
400,2025-11-16,Quebec,Small Business,Office Supplies,Standard,4,33.12,0.1,119.23,26.08,91,41,0,5.7
401,2025-05-03,Atlantic,Corporate,Grocery,Standard,4,23.75,0.2,76.0,-0.14,93,24,0,8.1
402,2025-08-23,Ontario,Corporate,Home,Express,6,81.91,0,491.46,136.55,132,25,0,4.7
403,2025-04-22,Atlantic,Corporate,Grocery,Pickup,3,34.19,0,102.57,14.11,42,38,0,3.7
404,2025-05-08,Quebec,Consumer,Grocery,Standard,7,30.42,0.15,181.0,9.74,164,29,0,10.7
405,2025-11-03,Prairies,Small Business,Electronics,Pickup,6,227.93,0.1,1230.82,120.29,36,55,1,8.2
406,2025-11-28,Quebec,Small Business,Health & Beauty,Standard,4,32.05,0,128.2,37.34,44,48,0,7.4
407,2025-08-24,Quebec,Consumer,Grocery,Same Day,7,24.77,0,173.39,34.93,89,41,0,6.3
408,2025-11-16,Ontario,Consumer,Electronics,Standard,4,159.21,0.15,541.31,0.96,67,31,0,4.0
409,2025-03-15,Atlantic,Consumer,Apparel,Same Day,1,60.35,0.1,54.32,11.82,75,20,0,5.1
410,2025-03-08,Quebec,Corporate,Grocery,Express,3,17.86,0.2,42.86,0.72,42,53,0,3.6
411,2025-03-26,Prairies,Consumer,Grocery,Same Day,4,26.99,0,107.96,20.1,61,50,0,1.6
412,2025-01-04,Atlantic,Corporate,Electronics,Pickup,2,222.12,0,444.24,80.96,29,27,0,5.9
413,2025-10-12,Prairies,Consumer,Seasonal,Same Day,2,67.5,0,135.0,34.5,15,27,1,6.9
414,2025-07-04,Prairies,Consumer,Apparel,Standard,6,37.23,0,223.38,58.99,55,44,0,5.4
415,2025-01-31,BC,Consumer,Apparel,Pickup,4,54.61,0.2,174.75,24.9,122,36,0,6.3
416,2025-08-24,Ontario,Consumer,Office Supplies,Standard,4,18.79,0,75.16,21.52,92,24,0,8.3
417,2025-12-27,Prairies,Small Business,Apparel,Standard,4,47.11,0.15,160.17,35.65,164,50,0,1.5
418,2025-10-03,Ontario,Small Business,Seasonal,Same Day,3,45.94,0,137.82,36.42,82,22,0,8.4
419,2025-12-03,Ontario,Corporate,Seasonal,Express,4,80.71,0.15,274.41,34.12,9,38,1,8.7
420,2025-04-09,Quebec,Corporate,Grocery,Standard,4,24.71,0,98.84,17.52,123,34,0,5.2
421,2025-09-02,BC,Corporate,Grocery,Same Day,1,23.18,0.1,20.86,2.54,120,32,0,4.8
422,2025-08-22,Ontario,Small Business,Grocery,Express,5,22.95,0.05,109.01,14.8,95,30,0,5.1
423,2025-01-01,BC,Small Business,Home,Standard,2,52.72,0.1,94.9,14.69,61,55,0,4.4
424,2025-05-21,Ontario,Consumer,Apparel,Express,5,44.92,0,224.6,71.95,59,47,0,5.1
425,2025-02-11,Prairies,Small Business,Health & Beauty,Standard,3,40.73,0,122.19,49.37,68,46,0,1.6
426,2025-01-27,Atlantic,Consumer,Apparel,Pickup,4,41.58,0.2,133.06,30.49,107,24,0,4.7
427,2025-06-03,BC,Corporate,Office Supplies,Express,5,41.12,0.15,174.76,15.86,94,53,0,4.9
428,2025-08-12,BC,Small Business,Electronics,Same Day,2,162.95,0.15,277.01,20.87,105,43,0,4.7
429,2025-12-13,Atlantic,Corporate,Office Supplies,Express,3,17.89,0.05,50.99,12.15,2,48,1,9.7
430,2025-08-27,Ontario,Small Business,Grocery,Same Day,8,32.86,0.1,236.59,3.33,191,34,0,8.3
431,2025-12-29,Prairies,Corporate,Grocery,Express,2,22.26,0,44.52,5.68,28,22,0,2.3
432,2025-07-27,Prairies,Corporate,Health & Beauty,Same Day,6,34.08,0,204.48,62.73,180,47,0,4.6
433,2025-03-31,Prairies,Corporate,Office Supplies,Express,6,37.03,0,222.18,56.5,161,38,0,6.1
434,2025-11-21,BC,Consumer,Home,Standard,1,104.97,0.15,89.22,10.47,153,49,0,9.2
435,2025-04-12,BC,Corporate,Electronics,Express,1,222.32,0,222.32,31.91,44,25,0,5.6
436,2025-01-03,Ontario,Consumer,Home,Same Day,3,108.43,0,325.29,84.43,22,32,1,8.1
437,2025-02-07,Quebec,Small Business,Health & Beauty,Standard,3,43.7,0.2,104.88,18.8,21,36,1,8.7
438,2025-02-02,Atlantic,Corporate,Health & Beauty,Express,5,27.14,0.2,108.56,19.01,125,29,0,3.7
439,2025-11-06,Atlantic,Consumer,Health & Beauty,Pickup,5,19.29,0,96.45,32.22,204,24,0,4.1
440,2025-02-18,BC,Consumer,Electronics,Pickup,5,272.17,0.2,1088.68,-100.16,159,25,0,6.2
441,2025-10-17,Ontario,Consumer,Apparel,Pickup,4,64.48,0,257.92,86.06,192,36,0,3.6
442,2025-09-25,Quebec,Corporate,Health & Beauty,Express,5,30.48,0,152.4,52.73,163,49,0,7.1
443,2025-04-05,Quebec,Corporate,Home,Pickup,4,62.27,0,249.08,62.32,211,39,0,8.9
444,2025-06-11,Quebec,Consumer,Health & Beauty,Express,4,19.57,0,78.28,30.2,38,31,0,6.2
445,2025-08-25,Ontario,Small Business,Electronics,Same Day,5,231.13,0.1,1040.09,105.71,121,53,0,3.3
446,2025-02-08,Atlantic,Corporate,Electronics,Pickup,2,227.2,0,454.4,70.82,115,40,0,3.2
447,2025-12-31,Quebec,Corporate,Apparel,Same Day,1,56.83,0,56.83,16.83,116,25,0,4.9
448,2025-03-10,BC,Consumer,Electronics,Pickup,6,216.98,0,1301.88,176.2,192,41,0,6.2
449,2025-09-24,Ontario,Small Business,Electronics,Standard,2,85.46,0.15,145.28,7.45,196,28,0,6.0
450,2025-12-25,Quebec,Consumer,Electronics,Same Day,5,102.11,0.05,485.02,54.33,195,47,0,6.6
451,2025-07-05,Ontario,Small Business,Electronics,Pickup,4,174.45,0,697.8,159.65,184,44,0,3.8
452,2025-04-26,BC,Small Business,Home,Same Day,4,45.55,0,182.2,43.34,49,51,1,7.0
453,2025-05-07,Quebec,Corporate,Electronics,Same Day,1,216.99,0,216.99,42.24,80,31,0,5.1
454,2025-12-16,Prairies,Consumer,Home,Standard,5,26.02,0.1,117.09,14.15,65,22,0,8.4
455,2025-06-17,Quebec,Small Business,Home,Pickup,5,63.54,0.1,285.93,39.03,28,34,1,9.6
456,2025-11-22,BC,Consumer,Office Supplies,Same Day,5,18.92,0,94.6,31.64,193,29,0,5.3
457,2025-05-10,Quebec,Small Business,Health & Beauty,Same Day,2,31.24,0,62.48,19.05,210,23,0,5.1
458,2025-03-30,Quebec,Consumer,Office Supplies,Same Day,7,11.18,0.2,62.61,5.27,12,55,0,2.9
459,2025-08-29,Prairies,Corporate,Office Supplies,Standard,4,28.8,0,115.2,30.03,30,40,0,6.1
460,2025-04-27,Atlantic,Corporate,Grocery,Pickup,6,27.22,0,163.32,35.35,79,50,0,3.3
461,2025-06-08,BC,Small Business,Seasonal,Standard,3,71.09,0.2,170.62,5.0,146,26,0,9.3
462,2025-09-05,Prairies,Consumer,Apparel,Standard,6,29.09,0,174.54,56.36,168,27,0,7.9
463,2025-08-25,BC,Small Business,Health & Beauty,Standard,5,28.77,0,143.85,50.84,131,42,0,7.0
464,2025-04-24,BC,Consumer,Office Supplies,Pickup,4,59.9,0.15,203.66,23.26,181,24,0,6.3
465,2025-04-14,Quebec,Small Business,Grocery,Pickup,1,19.99,0.05,18.99,1.8,171,29,0,4.8
466,2025-10-15,Ontario,Consumer,Office Supplies,Standard,6,36.95,0.2,177.36,26.5,13,23,1,9.7
467,2025-09-15,Ontario,Corporate,Office Supplies,Pickup,2,36.66,0,73.32,22.36,205,21,0,7.7
468,2025-03-11,Quebec,Corporate,Health & Beauty,Same Day,3,38.1,0.1,102.87,25.8,198,20,0,5.0
469,2025-03-26,Ontario,Corporate,Seasonal,Pickup,3,78.2,0,234.6,52.26,51,27,0,6.7
470,2025-12-31,Ontario,Small Business,Health & Beauty,Standard,5,19.17,0.1,86.27,30.27,113,25,0,7.1
471,2025-10-14,Prairies,Consumer,Seasonal,Express,3,65.69,0,197.07,50.49,196,35,0,5.5
472,2025-04-27,Prairies,Small Business,Home,Same Day,2,55.92,0,111.84,23.63,36,32,0,3.9
473,2025-03-05,Quebec,Consumer,Health & Beauty,Express,1,37.28,0.2,29.82,6.72,70,50,0,5.1
474,2025-08-30,BC,Consumer,Health & Beauty,Same Day,2,27.99,0,55.98,17.27,103,26,0,0.5
475,2025-08-06,Quebec,Corporate,Grocery,Standard,3,14.85,0,44.55,4.72,140,20,0,6.3
476,2025-09-02,BC,Corporate,Grocery,Express,3,10.73,0.05,30.58,3.76,167,20,0,4.7
477,2025-11-17,Prairies,Small Business,Grocery,Express,1,15.79,0,15.79,2.96,141,45,0,4.4
478,2025-05-27,Ontario,Consumer,Electronics,Same Day,1,103.74,0.05,98.55,6.11,5,42,1,8.1
479,2025-11-24,Atlantic,Small Business,Apparel,Standard,3,66.6,0.1,179.82,42.61,94,44,0,4.0
480,2025-07-05,BC,Consumer,Office Supplies,Standard,3,45.87,0.2,110.09,1.69,96,21,0,5.6
481,2025-04-09,Atlantic,Corporate,Home,Express,4,57.02,0,228.08,56.61,31,26,0,7.6
482,2025-10-10,Atlantic,Consumer,Health & Beauty,Express,2,30.58,0.15,51.99,8.07,108,25,0,5.6
483,2025-11-02,Quebec,Consumer,Home,Standard,5,77.31,0,386.55,116.82,161,30,0,5.9
484,2025-08-26,Atlantic,Consumer,Home,Pickup,4,91.82,0,367.28,61.99,111,40,0,9.8
485,2025-07-29,Prairies,Consumer,Grocery,Same Day,3,22.18,0.15,56.56,3.01,46,29,0,4.3
486,2025-11-17,Atlantic,Small Business,Seasonal,Pickup,1,49.51,0,49.51,11.41,147,20,0,3.0
487,2025-08-13,BC,Corporate,Electronics,Express,2,234.04,0,468.08,91.9,143,53,0,2.1
488,2025-09-12,Prairies,Consumer,Home,Express,3,67.81,0.2,162.74,21.98,1,43,1,6.5
489,2025-10-19,Prairies,Small Business,Apparel,Express,8,35.21,0.1,253.51,69.7,48,37,0,9.1
490,2025-12-07,BC,Consumer,Office Supplies,Express,7,33.92,0,237.44,56.5,205,41,0,3.5
491,2025-10-21,BC,Small Business,Office Supplies,Standard,7,27.81,0,194.67,37.95,11,29,1,8.2
492,2025-10-21,Quebec,Corporate,Apparel,Standard,1,43.83,0,43.83,16.18,26,44,1,9.8
493,2025-11-07,Prairies,Small Business,Office Supplies,Pickup,6,20.0,0,120.0,31.54,24,22,0,2.6
494,2025-06-03,Atlantic,Corporate,Home,Same Day,3,112.71,0,338.13,109.52,134,47,0,3.2
495,2025-08-22,Quebec,Small Business,Seasonal,Standard,2,27.8,0,55.6,16.28,207,38,0,6.6
496,2025-11-05,BC,Corporate,Office Supplies,Standard,3,28.52,0.15,72.73,14.33,66,52,0,2.3
497,2025-08-16,Atlantic,Consumer,Apparel,Same Day,7,58.7,0,410.9,132.18,183,25,0,8.1
